measnum,projsym,varname,label,strain,sex,value,animal_id,stocknum,strainid
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BL/6J,f,15.17,65,000664,7
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BL/6J,f,17.78,713,000664,7
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BL/6J,f,21.88,816,000664,7
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BL/6J,f,15.83,381,000664,7
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BL/6J,f,11.40,121,000664,7
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BR/cdJ,f,33.93,747,000667,32
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BR/cdJ,f,21.73,638,000667,32
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BR/cdJ,f,24.43,639,000667,32
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BR/cdJ,f,28.08,736,000667,32
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BR/cdJ,f,30.18,738,000667,32
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57BR/cdJ,f,25.87,748,000667,32
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,27.60,316,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,27.82,502,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,38.40,505,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,20.98,514,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,28.72,69,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,13.62,68,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,26.27,315,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,21.27,297,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,26.20,296,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,31.72,295,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C57L/J,f,18.75,187,000668,37
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,19.23,581,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,15.85,754,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,21.62,752,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,9.950,745,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,12.48,743,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,22.68,616,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,39.82,615,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,16.18,579,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,14.88,474,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,C58/J,f,16.77,472,000669,28
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,7.100,481,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,7.583,299,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,10.95,300,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,16.78,347,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,15.52,348,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,0,27,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,13.07,813,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,14.85,814,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,2.767,110,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,8.650,111,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CBA/J,f,9.500,25,000656,16
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CZECHII/EiJ,f,4.133,783,001144,43
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CZECHII/EiJ,f,5.667,784,001144,43
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CZECHII/EiJ,f,4.700,405,001144,43
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CZECHII/EiJ,f,10.45,759,001144,43
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,CZECHII/EiJ,f,8.100,761,001144,43
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,2.383,32,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,0,29,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,1.617,196,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,0.9667,195,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,4.233,114,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,1.133,113,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,3.700,455,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,0,331,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,DBA/2J,f,0,329,000671,8
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,21.18,128,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,13.62,129,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,9.167,489,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,16.12,486,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,13.22,35,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,13.38,33,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,17.02,280,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,10.35,279,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,15,212,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,FVB/NJ,f,15.12,210,001800,9
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,15.17,669,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,18.77,667,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,12.27,611,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,12.63,610,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,8.950,857,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,18.33,856,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,9.017,853,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,4.217,849,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,16.88,807,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,16.85,806,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,11.52,776,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,I/LnJ,f,10.23,775,000674,30
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,KK/HlJ,f,12.50,844,002106,18
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,KK/HlJ,f,9.983,845,002106,18
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,KK/HlJ,f,8.150,520,002106,18
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,KK/HlJ,f,19.22,571,002106,18
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,KK/HlJ,f,18.67,573,002106,18
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,KK/HlJ,f,10.92,670,002106,18
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,11.58,734,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,9.333,757,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,21.50,590,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,16.43,731,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,10.88,592,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,13.57,601,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,0,603,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,21.13,719,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,10.18,721,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LG/J,f,23.92,755,000675,78
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,4.117,208,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,1.150,205,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,2.400,120,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,4.617,117,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,4.100,37,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,0.9000,39,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,3.517,568,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,8.317,569,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,LP/J,f,3.633,584,000676,10
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,20.88,524,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,29.55,687,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,22,686,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,17.90,677,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,27.07,675,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,18.38,674,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,26.22,655,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,27.13,654,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MA/MyJ,f,30.28,526,000677,20
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,9.667,868,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,8.433,867,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,21.93,798,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,14.25,773,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,16.63,772,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,12.63,535,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MOLF/EiJ,f,8.817,534,000550,40
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,7.400,441,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,9.350,101,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,6.850,104,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,7.133,255,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,4.133,256,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,21.13,325,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,12.77,327,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,10.35,387,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,3.467,445,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,MRL/MpJ,f,13.40,388,000486,58
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,11.75,41,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,13.23,123,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,21.53,125,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,16.93,201,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,26.33,204,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,9.267,357,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,29.23,625,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,31.82,623,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,5.267,44,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOD/ShiLtJ,f,17.82,358,001976,13
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,9.533,821,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,12.85,824,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,10.45,191,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,14.10,193,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,16.48,246,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,9.433,247,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,20.52,447,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,23.78,450,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,27.98,451,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,14.23,452,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,17.70,71,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NON/ShiLtJ,f,12.47,74,002423,34
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,16.67,437,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,13.78,436,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,25.17,277,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,17.13,276,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,18.90,214,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,19.70,213,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,8.667,137,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,10.58,135,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,28.53,63,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,25.08,61,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,15.87,438,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NOR/LtJ,f,13.08,433,002050,106
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,2.500,649,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,0.1000,650,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,0,547,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,2.367,548,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,10,606,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,4.500,607,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZO/HlLtJ,f,3.683,647,002105,122
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,9.617,498,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,7.017,431,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,14.75,429,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,6.700,427,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,7.233,426,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,14.40,341,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,6.383,339,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,9.583,77,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,4.800,75,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,NZW/LacJ,f,2.367,500,001058,36
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,22.10,780,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,6.867,597,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,4.333,599,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,12.97,662,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,7.683,665,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,7.467,682,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,9.517,685,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,PERA/EiJ,f,22,779,000930,41
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,7.117,694,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,12.07,699,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,7.950,696,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,18.48,792,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,8.667,742,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,12.10,739,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,12.98,700,000679,55
50626,Tarantino2,OFT_center_duration_pct_ctrl,control,P/J,f,12.77,794,000679,55
