lab,strain.1,strain.2,Diff,n.1,n.2,s.pooled,t-value common,pval common,treatment,sex,Diff Multi,Std. Error REML,df REML,t-value REML,pval REML,measure.name,t-value GXL-TAUGAX,pval REML GXL-TAUGAX
MRC_Harwell,Ttll4,Setmar,-81.46022727272725,16,11,227.57771150252668,-0.9138824627417911,0.3695088564684095,Control,Female,10.25064611625379,91.61249081491147,12,0.1118913591920953,0.9127593951542735,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Tnfaip1,Slc38a10,166.23844537815125,17,14,151.1280478235583,3.047853078072281,0.004878497327246098,Control,Female,-14.113152808434833,87.45866624476155,12,-0.16136940356416835,0.8744874702249777,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Slc38a10,120.83035714285711,16,14,104.15709641411078,3.1699366010320356,0.003673846877552121,Control,Female,-39.35623044887396,91.54893581041794,12,-0.4298928228982795,0.6748921722850854,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Tnfaip1,-45.408088235294144,16,17,162.61791481618832,-0.8016638715814894,0.4288499332024114,Control,Female,-25.243077640439125,90.15484038709276,12,-0.2799969200994017,0.7842479710277326,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
HMGU,baseline,Arhgef4,0.37508106364827587,290,7,0.5350279911543304,1.8328141517545402,0.06783794971173905,Control,Female,0.2937353389215021,0.12141578891871986,12,2.4192515778828336,0.03236163844990769,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Elk4,Arhgef4,0.2190402896923077,13,7,0.4687221702827012,0.9968141806428852,0.3320672197645471,Control,Female,0.05476742858903653,0.14853210306063971,12,0.36872452123482813,0.718756256855356,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Setmar,Arhgef4,0.32627181785714277,7,7,0.5528099209584477,1.1041746096603628,0.29116654193730007,Control,Female,0.31947080754436136,0.14384525565825976,12,2.220933920151971,0.04636057955285427,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,Arhgef4,0.5594431128888889,9,7,0.5280881017715541,2.102131269990435,0.054119303032966144,Control,Female,0.1801203038797414,0.13984546600453185,12,1.2879953067188064,0.2220306768638509,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,Arhgef4,0.9942962782500001,8,7,0.5522745352476007,3.4786375364310205,0.004077748112376273,Control,Female,0.5430394895402846,0.14023785705142527,12,3.8722745837534567,0.0022187169720344693,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Arhgef4,-0.005222835500000023,2,7,0.5219651593093995,-0.012479799133423597,0.9903910531069793,Control,Female,0.2510384316935676,0.15095394191599593,12,1.6630134232153242,0.12218671876090682,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Elk4,baseline,-0.15604077395596816,13,290,0.5307622117315607,-1.0370207859058185,0.3005585339521549,Control,Female,-0.2389679103324656,0.12525124705119886,12,-1.9079084317203074,0.08061297099609396,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Setmar,baseline,-0.048809245791133105,7,290,0.5352232017788693,-0.23841685756787115,0.8117233211223387,Control,Female,0.025735468622859248,0.11979168344268573,12,0.21483518624372927,0.8335035080618386,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,baseline,0.18436204924061306,9,290,0.5341658156877247,1.0197180215886275,0.30869212201830526,Control,Female,-0.11361503504176071,0.11495016279241513,12,-0.988385159983936,0.34247504135940976,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,baseline,0.6192152146017242,8,290,0.5352593168687861,3.227849249903948,0.001387301794348712,Control,Female,0.24930415061878247,0.11544615557921119,12,2.159484214679866,0.05175898296033635,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,baseline,-0.3803038991482759,2,290,0.5341664180381794,-1.0034061715274587,0.31650142283243093,Control,Female,-0.04269690722793451,0.12836106410440373,12,-0.3326312969266643,0.7451514675430868,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Setmar,Elk4,0.10723152816483505,7,13,0.47236057387799635,0.4842331885549352,0.6340597320800747,Control,Female,0.2647033789553248,0.1470852262355219,12,1.7996598688400256,0.09708890408723832,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,Elk4,0.3404028231965812,9,13,0.4611580050435449,1.7022564640736695,0.10420093162700078,Control,Female,0.12535287529070488,0.14308235214880172,12,0.8760890033478156,0.39817987068432137,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,Elk4,0.7752559885576924,8,13,0.4765086080150114,3.6206071230272716,0.0018210152391167397,Control,Female,0.48827206095124803,0.1434615333179734,12,3.4035051045287794,0.005235692767529881,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Elk4,-0.22426312519230773,2,13,0.4165969182451366,-0.708733337134206,0.4910047403203732,Control,Female,0.19627100310453108,0.15509487891771234,12,1.265489901885576,0.22971554830680532,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,Setmar,0.23317129503174616,9,7,0.5322399636290817,0.8693164291813654,0.39933299259833555,Control,Female,-0.13935050366461996,0.1383053934414319,12,-1.0075565398946689,0.3335525976718402,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
