measnum,projsym,varname,label,strain,sex,value,animal_id,stocknum,strainid
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,f,122,100-3,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,m,139,58-3,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,m,151,58-2,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,m,165,58-1,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,m,159,57-3,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,m,168,57-2,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,m,150,57-1,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,f,122,101-3,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,f,132,101-2,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,f,124,101-1,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,f,115,100-1,002448,3
19106,Crabbe4,gripbaseline,baseline,129S1/SvImJ,f,119,100-2,002448,3
19106,Crabbe4,gripbaseline,baseline,A/J,f,139,22-1,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,m,140,21-3,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,m,139,21-2,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,m,132,21-1,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,m,152,20-3,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,m,124,20-2,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,m,134,20-1,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,f,117,23-3,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,f,117,23-2,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,f,111,23-1,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,f,124,22-3,000646,4
19106,Crabbe4,gripbaseline,baseline,A/J,f,122,22-2,000646,4
19106,Crabbe4,gripbaseline,baseline,AKR/J,m,131,90-3,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,m,126,90-2,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,m,123,90-1,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,m,137,89-3,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,m,145,89-2,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,m,118,89-1,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,f,118,79-3,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,f,111,79-2,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,f,124,79-1,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,f,97.3,78-3,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,f,119,78-2,000648,15
19106,Crabbe4,gripbaseline,baseline,AKR/J,f,83.4,78-1,000648,15
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,m,171,26-3,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,m,174,27-1,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,f,134,28-1,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,f,143,28-2,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,m,180,27-3,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,m,173,27-2,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,f,84.8,29-3,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,f,148,29-2,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,f,138,29-1,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,f,139,28-3,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,m,149,26-1,001026,50
19106,Crabbe4,gripbaseline,baseline,BALB/cByJ,m,166,26-2,001026,50
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,m,111,55-2,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,m,106,55-3,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,m,106,56-1,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,m,108,56-2,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,f,0,11-2,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,f,0,11-3,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,f,117,12-1,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,f,0,11-1,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,f,123,12-2,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,f,108,12-3,002282,1
19106,Crabbe4,gripbaseline,baseline,BTBR T<+> Itpr3<tf>/J,m,143,55-1,002282,1
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,f,84.8,14-2,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,f,81.1,14-1,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,f,119,13-3,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,f,129,13-2,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,f,146,13-1,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,m,155,30-1,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,m,152,30-2,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,m,161,30-3,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,m,171,31-1,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,m,183,31-2,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,m,170,31-3,000659,6
19106,Crabbe4,gripbaseline,baseline,C3H/HeJ,f,81.9,14-3,000659,6
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,m,169,61-1,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,108,36-1,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,101,36-2,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,127,36-3,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,98.7,37-1,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,142,37-2,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,136,37-3,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,122,45-1,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,109,45-2,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,112,46-1,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,109,46-2,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,131,46-3,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,f,127,46-4,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,m,153,61-2,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,m,139,61-3,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,m,163,62-1,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,m,116,62-2,000664,7
19106,Crabbe4,gripbaseline,baseline,C57BL/6J,m,119,62-3,000664,7
19106,Crabbe4,gripbaseline,baseline,C57L/J,f,112,17-2,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,f,110,17-3,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,f,103,17-4,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,f,159,43-1,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,m,147,42-2,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,f,151,43-2,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,m,156,42-1,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,m,145,50-2,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,m,144,50-1,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,m,156,42-4,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,m,93.1,42-3,000668,37
19106,Crabbe4,gripbaseline,baseline,C57L/J,f,116,17-1,000668,37
19106,Crabbe4,gripbaseline,baseline,C58/J,f,111,49-4,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,m,150,7-2,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,m,147,7-3,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,m,108,8-1,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,m,149,8-2,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,m,148,8-3,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,f,114,49-1,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,f,97.2,49-2,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,f,124,49-3,000669,28
19106,Crabbe4,gripbaseline,baseline,C58/J,m,148,7-1,000669,28
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,f,84.6,48-2,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,f,68.1,47-1,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,m,83.3,71-3,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,m,102,71-2,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,m,95.6,71-1,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,m,118,70-2,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,m,117,70-1,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,f,107,48-3,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,f,91.5,48-1,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,f,80.9,47-3,000928,2
19106,Crabbe4,gripbaseline,baseline,CAST/EiJ,f,108,47-2,000928,2
19106,Crabbe4,gripbaseline,baseline,DBA/2J,m,132,40-2,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,126,18-1,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,106,18-2,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,90.8,18-3,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,117,19-1,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,111,19-2,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,104,19-3,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,110,38-1,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,74.7,38-2,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,118,38-3,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,117,39-1,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,119,39-2,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,f,120,39-3,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,m,136,40-1,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,m,133,41-3,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,m,123,41-2,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,m,128,41-1,000671,8
19106,Crabbe4,gripbaseline,baseline,DBA/2J,m,151,40-3,000671,8
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,f,133,35-1,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,f,142,34-1,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,f,121,34-2,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,f,96.8,34-3,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,f,120,35-2,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,f,117,35-3,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,m,106,96-1,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,m,121,96-2,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,m,172,96-3,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,m,134,97-1,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,m,147,97-2,001800,9
19106,Crabbe4,gripbaseline,baseline,FVB/NJ,m,150,97-3,001800,9
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,m,57.6,67-1,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,83.9,51-2,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,96.2,51-1,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,m,85.7,63-1,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,m,82.5,52-3,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,m,58,52-2,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,m,79.8,52-1,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,57.3,64-1,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,98.9,60-3,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,85.9,60-2,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,132,60-1,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,f,92.8,51-3,000550,40
19106,Crabbe4,gripbaseline,baseline,MOLF/EiJ,m,36.5,67-2,000550,40
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,m,180,24-3,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,m,199,25-3,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,m,173,25-2,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,f,141,32-1,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,f,118,32-2,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,f,142,32-3,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,f,145,33-1,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,f,144,33-2,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,f,128,33-3,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,m,177,24-1,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,m,160,24-2,001976,13
19106,Crabbe4,gripbaseline,baseline,NOD/ShiLtJ,m,219,25-1,001976,13
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,f,126,88-1,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,m,118,86-3,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,m,104,86-2,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,m,117,86-1,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,m,120,44-3,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,m,118,44-2,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,m,125,44-1,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,f,93.1,93-4,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,f,106,93-3,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,f,83.5,93-2,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,f,97.1,93-1,000684,11
19106,Crabbe4,gripbaseline,baseline,NZB/BlNJ,f,110,88-2,000684,11
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,107,80-2,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,119,80-1,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,m,119,99-2,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,m,136,99-1,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,m,126,82-2,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,m,134,82-1,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,118,98-2,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,123,98-1,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,119,83-2,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,125,83-1,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,111,81-2,000930,41
19106,Crabbe4,gripbaseline,baseline,PERA/EiJ,f,98.8,81-1,000930,41
19106,Crabbe4,gripbaseline,baseline,PL/J,f,103,84-2,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,m,104,16-2,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,m,110,16-3,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,m,92.9,16-1,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,m,0,15-3,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,m,0,15-2,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,m,0,15-1,000680,14
19106,Crabbe4,gripbaseline,baseline,PL/J,f,106,85-3,000680,14
